# Port-to-port sea distances in centitiles, keyed by mooring LAND tiles so index
# order never matters. GENERATED by scripts/rekey_sea_matrix.py from the tooling
# repo's docs/sailing-sea-matrix.tsv + docs/mooring-points.tsv — do not edit by hand.
fromLandX	fromLandY	toLandX	toLandY	centitiles
2860	3970	2079	3689	85305
2860	3970	3173	2368	257593
2860	3970	3145	2824	242605
2860	3970	2143	3121	127697
2860	3970	2157	3325	107509
2860	3970	2148	3531	87129
2860	3970	2151	3880	72984
2860	3970	2193	2319	209688
2860	3970	1201	2733	219411
2860	3970	2220	3466	88706
2860	3970	2282	2821	170138
2860	3970	3353	2215	250426
2860	3970	2344	2268	219297
2860	3970	2320	2774	173818
2860	3970	2305	3689	63789
2860	3970	2310	3781	62194
2860	3970	2411	3781	49966
2860	3970	2467	2718	181526
2860	3970	1451	2969	193339
2860	3970	2532	2531	202675
2860	3970	1513	2973	188666
2860	3970	1506	3402	151067
2860	3970	2542	3764	38395
2860	3970	2569	2295	225760
2860	3970	2569	2295	225660
2860	3970	1555	2772	186812
2860	3970	2579	2843	186982
2860	3970	2612	3841	28378
2860	3970	2660	2392	220475
2860	3970	2651	2677	197492
2860	3970	2685	3162	222444
2860	3970	2670	3266	233104
2860	3970	2629	3704	36412
2860	3970	2751	2951	207239
2860	3970	2746	3304	239038
2860	3970	1726	3453	128087
2860	3970	2808	2509	221850
2860	3970	1758	2655	181552
2860	3970	1776	3141	142939
2860	3970	2759	3229	237210
2860	3970	2796	3413	250914
2860	3970	2849	2325	236384
2860	3970	2878	3335	250979
2860	3970	1844	3688	108340
2860	3970	1873	2983	147207
2860	3970	2907	3225	251356
2860	3970	1862	3307	122286
2860	3970	1892	3428	112554
2860	3970	2927	4055	10833
2860	3970	2996	2287	248964
2860	3970	2965	2608	230503
2860	3970	1922	2759	168097
2860	3970	1958	3113	131263
2860	3970	2960	3146	254412
2860	3970	1953	4056	92688
2860	3970	3060	2638	238889
2860	3970	3069	2986	241085
2860	3970	3050	3192	259112
1873	2983	2059	2605	42935
1873	2983	2095	3188	32062
1873	2983	2079	3689	79709
1873	2983	3173	2368	147308
1873	2983	3145	2824	136148
1873	2983	2143	3121	30642
1873	2983	2157	3325	44808
1873	2983	2148	3531	61393
1873	2983	2151	3880	97735
1873	2983	2193	2319	74003
1873	2983	1201	2733	73354
1873	2983	2220	3466	62917
1873	2983	2282	2821	55164
1873	2983	3353	2215	168832
1873	2983	2344	2268	87199
1873	2983	2320	2774	52300
1873	2983	2305	3689	83571
1873	2983	2310	3781	91580
1873	2983	2411	3781	98088
1873	2983	2467	2718	68036
1873	2983	1451	2969	47282
1873	2983	2532	2531	83607
1873	2983	1513	2973	42609
1873	2983	1506	3402	61831
1873	2983	2542	3764	110375
1873	2983	2569	2295	98024
1873	2983	2569	2295	97966
1873	2983	1555	2772	40730
1873	2983	2579	2843	80525
1873	2983	2612	3841	118829
1873	2983	2660	2392	101357
1873	2983	2651	2677	87544
1873	2983	2685	3162	115987
1873	2983	2670	3266	126647
1873	2983	2629	3704	117289
1873	2983	2751	2951	100782
1873	2983	2746	3304	132581
1873	2983	1726	3453	50400
1873	2983	2808	2509	108429
1873	2983	1758	2655	35144
1873	2983	1776	3141	33323
1873	2983	2759	3229	130753
1873	2983	2796	3413	144457
1873	2983	2849	2325	119466
1873	2983	2878	3335	144522
1873	2983	1844	3688	72388
1873	2983	2860	3970	147207
1873	2983	2907	3225	144899
1873	2983	1862	3307	32804
1873	2983	1892	3428	45967
1873	2983	2927	4055	157529
1873	2983	2996	2287	133896
1873	2983	2965	2608	121694
1873	2983	1922	2759	23993
1873	2983	1958	3113	15944
1873	2983	2960	3146	147955
1873	2983	1953	4056	109068
1873	2983	3060	2638	130080
1873	2983	3069	2986	134628
1873	2983	3050	3192	152655
2907	3225	2059	2605	123255
2907	3225	2095	3188	131782
2907	3225	2079	3689	185137
2907	3225	3173	2368	97118
2907	3225	3145	2824	48590
2907	3225	2143	3121	123972
2907	3225	2157	3325	144804
2907	3225	2148	3531	166120
2907	3225	2151	3880	202683
2907	3225	2193	2319	129823
2907	3225	1201	2733	205183
2907	3225	2220	3466	167066
2907	3225	2282	2821	95259
2907	3225	3353	2215	113005
2907	3225	2344	2268	126609
2907	3225	2320	2774	93959
2907	3225	2305	3689	187720
2907	3225	2310	3781	195729
2907	3225	2411	3781	202237
2907	3225	2467	2718	81255
2907	3225	1451	2969	184535
2907	3225	2532	2531	96168
2907	3225	1513	2973	179862
2907	3225	1506	3402	192136
2907	3225	2542	3764	214524
2907	3225	2569	2295	110441
2907	3225	2569	2295	110341
2907	3225	1555	2772	169686
2907	3225	2579	2843	64695
2907	3225	2612	3841	222978
2907	3225	2660	2392	96788
2907	3225	2651	2677	78248
2907	3225	2685	3162	29008
2907	3225	2670	3266	24556
2907	3225	2629	3704	221438
2907	3225	2751	2951	51448
2907	3225	2746	3304	19692
2907	3225	1726	3453	177175
2907	3225	2808	2509	79891
2907	3225	1758	2655	150559
2907	3225	1776	3141	165482
2907	3225	2759	3229	16445
2907	3225	2796	3413	23901
2907	3225	2849	2325	96854
2907	3225	2878	3335	11748
2907	3225	1844	3688	187956
2907	3225	2860	3970	251356
2907	3225	1873	2983	144899
2907	3225	1862	3307	157777
2907	3225	1892	3428	163486
2907	3225	2927	4055	261678
2907	3225	2996	2287	96954
2907	3225	2965	2608	66247
2907	3225	1922	2759	132764
2907	3225	1958	3113	138578
2907	3225	2960	3146	9934
2907	3225	1953	4056	221936
2907	3225	3060	2638	63360
2907	3225	3069	2986	29674
2907	3225	3050	3192	26792
1862	3307	2059	2605	75048
1862	3307	2095	3188	29090
1862	3307	2079	3689	49093
1862	3307	3173	2368	165751
1862	3307	3145	2824	149026
1862	3307	2143	3121	35538
1862	3307	2157	3325	30312
1862	3307	2148	3531	36863
1862	3307	2151	3880	66804
1862	3307	2193	2319	106116
1862	3307	1201	2733	103104
1862	3307	2220	3466	40072
1862	3307	2282	2821	76559
1862	3307	3353	2215	188975
1862	3307	2344	2268	115725
1862	3307	2320	2774	78049
1862	3307	2305	3689	58925
1862	3307	2310	3781	65409
1862	3307	2411	3781	73167
1862	3307	2467	2718	87947
1862	3307	1451	2969	77032
1862	3307	2532	2531	109096
1862	3307	1513	2973	72359
1862	3307	1506	3402	37704
1862	3307	2542	3764	85454
1862	3307	2569	2295	125698
1862	3307	2569	2295	125615
1862	3307	1555	2772	70505
1862	3307	2579	2843	93403
1862	3307	2612	3841	93908
1862	3307	2660	2392	126896
1862	3307	2651	2677	103913
1862	3307	2685	3162	128865
1862	3307	2670	3266	139525
1862	3307	2629	3704	92368
1862	3307	2751	2951	113660
1862	3307	2746	3304	145459
1862	3307	1726	3453	20384
1862	3307	2808	2509	128271
1862	3307	1758	2655	67948
1862	3307	1776	3141	20653
1862	3307	2759	3229	143631
1862	3307	2796	3413	157335
1862	3307	2849	2325	142805
1862	3307	2878	3335	157400
1862	3307	1844	3688	39584
1862	3307	2860	3970	122286
1862	3307	1873	2983	32804
1862	3307	2907	3225	157777
1862	3307	1892	3428	13163
1862	3307	2927	4055	132608
1862	3307	2996	2287	155385
1862	3307	2965	2608	136924
1862	3307	1922	2759	56701
1862	3307	1958	3113	22065
1862	3307	2960	3146	160833
1862	3307	1953	4056	77032
1862	3307	3060	2638	145310
1862	3307	3069	2986	147506
1862	3307	3050	3192	165533
1892	3428	2059	2605	86387
1892	3428	2095	3188	31993
1892	3428	2079	3689	37009
1892	3428	3173	2368	171460
1892	3428	3145	2824	154735
1892	3428	2143	3121	40306
1892	3428	2157	3325	29020
1892	3428	2148	3531	28100
1892	3428	2151	3880	54720
1892	3428	2193	2319	117455
1892	3428	1201	2733	116267
1892	3428	2220	3466	33740
1892	3428	2282	2821	82268
1892	3428	3353	2215	194684
1892	3428	2344	2268	127064
1892	3428	2320	2774	85948
1892	3428	2305	3689	49193
1892	3428	2310	3781	55002
1892	3428	2411	3781	63435
1892	3428	2467	2718	93656
1892	3428	1451	2969	90195
1892	3428	2532	2531	114805
1892	3428	1513	2973	85522
1892	3428	1506	3402	40188
1892	3428	2542	3764	75722
1892	3428	2569	2295	136536
1892	3428	2569	2295	136453
1892	3428	1555	2772	83668
1892	3428	2579	2843	99112
1892	3428	2612	3841	84176
1892	3428	2660	2392	132605
1892	3428	2651	2677	109622
1892	3428	2685	3162	134574
1892	3428	2670	3266	145234
1892	3428	2629	3704	82636
1892	3428	2751	2951	119369
1892	3428	2746	3304	151168
1892	3428	1726	3453	18563
1892	3428	2808	2509	133980
1892	3428	1758	2655	81111
1892	3428	1776	3141	32983
1892	3428	2759	3229	149340
1892	3428	2796	3413	163044
1892	3428	2849	2325	148514
1892	3428	2878	3335	163109
1892	3428	1844	3688	26952
1892	3428	2860	3970	112554
1892	3428	1873	2983	45967
1892	3428	2907	3225	163486
1892	3428	1862	3307	13163
1892	3428	2927	4055	122876
1892	3428	2996	2287	161094
1892	3428	2965	2608	142633
1892	3428	1922	2759	68040
1892	3428	1958	3113	32911
1892	3428	2960	3146	166542
1892	3428	1953	4056	64064
1892	3428	3060	2638	151019
1892	3428	3069	2986	153215
1892	3428	3050	3192	171242
2927	4055	2059	2605	190526
2927	4055	2095	3188	131006
2927	4055	2079	3689	95627
2927	4055	3173	2368	252785
2927	4055	3145	2824	239581
2927	4055	2143	3121	138019
2927	4055	2157	3325	117831
2927	4055	2148	3531	97451
2927	4055	2151	3880	81793
2927	4055	2193	2319	220010
2927	4055	1201	2733	229733
2927	4055	2220	3466	99028
2927	4055	2282	2821	180460
2927	4055	3353	2215	245618
2927	4055	2344	2268	229619
2927	4055	2320	2774	184140
2927	4055	2305	3689	74111
2927	4055	2310	3781	72516
2927	4055	2411	3781	60288
2927	4055	2467	2718	191848
2927	4055	1451	2969	203661
2927	4055	2532	2531	212997
2927	4055	1513	2973	198988
2927	4055	1506	3402	161389
2927	4055	2542	3764	48717
2927	4055	2569	2295	236082
2927	4055	2569	2295	235982
2927	4055	1555	2772	197134
2927	4055	2579	2843	197304
2927	4055	2612	3841	38700
2927	4055	2660	2392	230797
2927	4055	2651	2677	207814
2927	4055	2685	3162	232766
2927	4055	2670	3266	243426
2927	4055	2629	3704	46734
2927	4055	2751	2951	217561
2927	4055	2746	3304	249360
2927	4055	1726	3453	138409
2927	4055	2808	2509	232172
2927	4055	1758	2655	191874
2927	4055	1776	3141	153261
2927	4055	2759	3229	247532
2927	4055	2796	3413	261236
2927	4055	2849	2325	246706
2927	4055	2878	3335	261301
2927	4055	1844	3688	117149
2927	4055	2860	3970	10833
2927	4055	1873	2983	157529
2927	4055	2907	3225	261678
2927	4055	1862	3307	132608
2927	4055	1892	3428	122876
2927	4055	2996	2287	259286
2927	4055	2965	2608	240825
2927	4055	1922	2759	178419
2927	4055	1958	3113	141585
2927	4055	2960	3146	264734
2927	4055	1953	4056	99529
2927	4055	3060	2638	234997
2927	4055	3069	2986	251407
2927	4055	3050	3192	269434
2996	2287	2059	2605	101981
2996	2287	2095	3188	129390
2996	2287	2079	3689	182745
2996	2287	3173	2368	19672
2996	2287	3145	2824	57152
2996	2287	2143	3121	121580
2996	2287	2157	3325	142412
2996	2287	2148	3531	163728
2996	2287	2151	3880	200291
2996	2287	2193	2319	83860
2996	2287	1201	2733	190168
2996	2287	2220	3466	164674
2996	2287	2282	2821	90093
2996	2287	3353	2215	37452
2996	2287	2344	2268	66460
2996	2287	2320	2774	84471
2996	2287	2305	3689	185328
2996	2287	2310	3781	193337
2996	2287	2411	3781	199845
2996	2287	2467	2718	70115
2996	2287	1451	2969	171152
2996	2287	2532	2531	52407
2996	2287	1513	2973	166479
2996	2287	1506	3402	189744
2996	2287	2542	3764	212132
2996	2287	2569	2295	43707
2996	2287	2569	2295	43607
2996	2287	1555	2772	155631
2996	2287	2579	2843	70193
2996	2287	2612	3841	220586
2996	2287	2660	2392	36280
2996	2287	2651	2677	53390
2996	2287	2685	3162	94978
2996	2287	2670	3266	105638
2996	2287	2629	3704	219046
2996	2287	2751	2951	72442
2996	2287	2746	3304	111572
2996	2287	1726	3453	174783
2996	2287	2808	2509	29106
2996	2287	1758	2655	131992
2996	2287	1776	3141	162536
2996	2287	2759	3229	109744
2996	2287	2796	3413	120736
2996	2287	2849	2325	17312
2996	2287	2878	3335	108702
2996	2287	1844	3688	185564
2996	2287	2860	3970	248964
2996	2287	1873	2983	133896
2996	2287	2907	3225	96954
2996	2287	1862	3307	155385
2996	2287	1892	3428	161094
2996	2287	2927	4055	259286
2996	2287	2965	2608	31876
2996	2287	1922	2759	118709
2996	2287	1958	3113	136186
2996	2287	2960	3146	87020
2996	2287	1953	4056	219544
2996	2287	3060	2638	36460
2996	2287	3069	2986	71576
2996	2287	3050	3192	91720
2965	2608	2059	2605	93172
2965	2608	2095	3188	110929
2965	2608	2079	3689	164284
2965	2608	3173	2368	32962
2965	2608	3145	2824	28485
2965	2608	2143	3121	103119
2965	2608	2157	3325	123951
2965	2608	2148	3531	145267
2965	2608	2151	3880	181830
2965	2608	2193	2319	85702
2965	2608	1201	2733	180346
2965	2608	2220	3466	146213
2965	2608	2282	2821	74406
2965	2608	3353	2215	56186
2965	2608	2344	2268	71651
2965	2608	2320	2774	70178
2965	2608	2305	3689	166867
2965	2608	2310	3781	174876
2965	2608	2411	3781	181384
2965	2608	2467	2718	54220
2965	2608	1451	2969	161330
2965	2608	2532	2531	45662
2965	2608	1513	2973	156657
2965	2608	1506	3402	171283
2965	2608	2542	3764	193671
2965	2608	2569	2295	51380
2965	2608	2569	2295	51280
2965	2608	1555	2772	145809
2965	2608	2579	2843	48791
2965	2608	2612	3841	202125
2965	2608	2660	2392	37902
2965	2608	2651	2677	34294
2965	2608	2685	3162	65275
2965	2608	2670	3266	75935
2965	2608	2629	3704	200585
2965	2608	2751	2951	42739
2965	2608	2746	3304	81869
2965	2608	1726	3453	156322
2965	2608	2808	2509	18923
2965	2608	1758	2655	122170
2965	2608	1776	3141	144629
2965	2608	2759	3229	80041
2965	2608	2796	3413	90029
2965	2608	2849	2325	30624
2965	2608	2878	3335	77995
2965	2608	1844	3688	167103
2965	2608	2860	3970	230503
2965	2608	1873	2983	121694
2965	2608	2907	3225	66247
2965	2608	1862	3307	136924
2965	2608	1892	3428	142633
2965	2608	2927	4055	240825
2965	2608	2996	2287	31876
2965	2608	1922	2759	108887
2965	2608	1958	3113	117725
2965	2608	2960	3146	56313
2965	2608	1953	4056	201083
2965	2608	3060	2638	9908
2965	2608	3069	2986	40869
2965	2608	3050	3192	61013
1922	2759	2059	2605	20471
1922	2759	2095	3188	48462
1922	2759	2079	3689	101398
1922	2759	3173	2368	134501
1922	2759	3145	2824	124013
1922	2759	2143	3121	43976
1922	2759	2157	3325	62876
1922	2759	2148	3531	82861
1922	2759	2151	3880	119424
1922	2759	2193	2319	51284
1922	2759	1201	2733	72724
1922	2759	2220	3466	83807
1922	2759	2282	2821	43029
1922	2759	3353	2215	156025
1922	2759	2344	2268	65364
1922	2759	2320	2774	40165
1922	2759	2305	3689	104461
1922	2759	2310	3781	112470
1922	2759	2411	3781	118978
1922	2759	2467	2718	55229
1922	2759	1451	2969	52460
1922	2759	2532	2531	68290
1922	2759	1513	2973	47787
1922	2759	1506	3402	85728
1922	2759	2542	3764	131265
1922	2759	2569	2295	80389
1922	2759	2569	2295	80331
1922	2759	1555	2772	37227
1922	2759	2579	2843	68390
1922	2759	2612	3841	139719
1922	2759	2660	2392	84645
1922	2759	2651	2677	74737
1922	2759	2685	3162	103852
1922	2759	2670	3266	114512
1922	2759	2629	3704	138179
1922	2759	2751	2951	88647
1922	2759	2746	3304	120446
1922	2759	1726	3453	74297
1922	2759	2808	2509	95622
1922	2759	1758	2655	18831
1922	2759	1776	3141	57220
1922	2759	2759	3229	118618
1922	2759	2796	3413	132322
1922	2759	2849	2325	103055
1922	2759	2878	3335	132387
1922	2759	1844	3688	94941
1922	2759	2860	3970	168097
1922	2759	1873	2983	23993
1922	2759	2907	3225	132764
1922	2759	1862	3307	56701
1922	2759	1892	3428	68040
1922	2759	2927	4055	178419
1922	2759	2996	2287	118709
1922	2759	2965	2608	108887
1922	2759	1958	3113	37117
1922	2759	2960	3146	135820
1922	2759	1953	4056	130757
1922	2759	3060	2638	117273
1922	2759	3069	2986	122493
1922	2759	3050	3192	140520
1958	3113	2059	2605	53784
1958	3113	2095	3188	17168
1958	3113	2079	3689	64445
1958	3113	3173	2368	146552
1958	3113	3145	2824	129827
1958	3113	2143	3121	18696
1958	3113	2157	3325	28864
1958	3113	2148	3531	45908
1958	3113	2151	3880	82471
1958	3113	2193	2319	84852
1958	3113	1201	2733	88173
1958	3113	2220	3466	46973
1958	3113	2282	2821	57360
1958	3113	3353	2215	169776
1958	3113	2344	2268	94461
1958	3113	2320	2774	56573
1958	3113	2305	3689	67627
1958	3113	2310	3781	75636
1958	3113	2411	3781	82144
1958	3113	2467	2718	68748
1958	3113	1451	2969	62101
1958	3113	2532	2531	87880
1958	3113	1513	2973	57428
1958	3113	1506	3402	54674
1958	3113	2542	3764	94431
1958	3113	2569	2295	104222
1958	3113	2569	2295	104139
1958	3113	1555	2772	55549
1958	3113	2579	2843	74204
1958	3113	2612	3841	102885
1958	3113	2660	2392	105630
1958	3113	2651	2677	84714
1958	3113	2685	3162	109666
1958	3113	2670	3266	120326
1958	3113	2629	3704	101345
1958	3113	2751	2951	94461
1958	3113	2746	3304	126260
1958	3113	1726	3453	41463
1958	3113	2808	2509	109072
1958	3113	1758	2655	50572
1958	3113	1776	3141	27000
1958	3113	2759	3229	124432
1958	3113	2796	3413	138136
1958	3113	2849	2325	123606
1958	3113	2878	3335	138201
1958	3113	1844	3688	59812
1958	3113	2860	3970	131263
1958	3113	1873	2983	15944
1958	3113	2907	3225	138578
1958	3113	1862	3307	22065
1958	3113	1892	3428	32911
1958	3113	2927	4055	141585
1958	3113	2996	2287	136186
1958	3113	2965	2608	117725
1958	3113	1922	2759	37117
1958	3113	2960	3146	141634
1958	3113	1953	4056	93996
1958	3113	3060	2638	126111
1958	3113	3069	2986	128307
1958	3113	3050	3192	146334
2960	3146	2059	2605	126311
2960	3146	2095	3188	134838
2960	3146	2079	3689	188193
2960	3146	3173	2368	87184
2960	3146	3145	2824	38656
2960	3146	2143	3121	127028
2960	3146	2157	3325	147860
2960	3146	2148	3531	169176
2960	3146	2151	3880	205739
2960	3146	2193	2319	127065
2960	3146	1201	2733	208239
2960	3146	2220	3466	170122
2960	3146	2282	2821	98315
2960	3146	3353	2215	103071
2960	3146	2344	2268	116815
2960	3146	2320	2774	97015
2960	3146	2305	3689	190776
2960	3146	2310	3781	198785
2960	3146	2411	3781	205293
2960	3146	2467	2718	82305
2960	3146	1451	2969	187591
2960	3146	2532	2531	86958
2960	3146	1513	2973	182918
2960	3146	1506	3402	195192
2960	3146	2542	3764	217580
2960	3146	2569	2295	100507
2960	3146	2569	2295	100407
2960	3146	1555	2772	172742
2960	3146	2579	2843	67751
2960	3146	2612	3841	226034
2960	3146	2660	2392	86854
2960	3146	2651	2677	70034
2960	3146	2685	3162	37332
2960	3146	2670	3266	32880
2960	3146	2629	3704	224494
2960	3146	2751	2951	55345
2960	3146	2746	3304	28084
2960	3146	1726	3453	180231
2960	3146	2808	2509	69957
2960	3146	1758	2655	153615
2960	3146	1776	3141	168538
2960	3146	2759	3229	24769
2960	3146	2796	3413	33716
2960	3146	2849	2325	86920
2960	3146	2878	3335	21682
2960	3146	1844	3688	191012
2960	3146	2860	3970	254412
2960	3146	1873	2983	147955
2960	3146	2907	3225	9934
2960	3146	1862	3307	160833
2960	3146	1892	3428	166542
2960	3146	2927	4055	264734
2960	3146	2996	2287	87020
2960	3146	2965	2608	56313
2960	3146	1922	2759	135820
2960	3146	1958	3113	141634
2960	3146	1953	4056	224992
2960	3146	3060	2638	53426
2960	3146	3069	2986	19740
2960	3146	3050	3192	16858
1953	4056	2059	2605	147472
1953	4056	2095	3188	90256
1953	4056	2079	3689	39568
1953	4056	3173	2368	229910
1953	4056	3145	2824	213185
1953	4056	2143	3121	98277
1953	4056	2157	3325	78089
1953	4056	2148	3531	58056
1953	4056	2151	3880	30884
1953	4056	2193	2319	178540
1953	4056	1201	2733	179368
1953	4056	2220	3466	66811
1953	4056	2282	2821	140718
1953	4056	3353	2215	253134
1953	4056	2344	2268	188149
1953	4056	2320	2774	144398
1953	4056	2305	3689	52203
1953	4056	2310	3781	45824
1953	4056	2411	3781	55316
1953	4056	2467	2718	152106
1953	4056	1451	2969	153296
1953	4056	2532	2531	173255
1953	4056	1513	2973	148623
1953	4056	1506	3402	100047
1953	4056	2542	3764	68416
1953	4056	2569	2295	196340
1953	4056	2569	2295	196240
1953	4056	1555	2772	146769
1953	4056	2579	2843	157562
1953	4056	2612	3841	71963
1953	4056	2660	2392	191055
1953	4056	2651	2677	168072
1953	4056	2685	3162	193024
1953	4056	2670	3266	203684
1953	4056	2629	3704	78874
1953	4056	2751	2951	177819
1953	4056	2746	3304	209618
1953	4056	1726	3453	77067
1953	4056	2808	2509	192430
1953	4056	1758	2655	144212
1953	4056	1776	3141	96359
1953	4056	2759	3229	207790
1953	4056	2796	3413	221494
1953	4056	2849	2325	206964
1953	4056	2878	3335	221559
1953	4056	1844	3688	39585
1953	4056	2860	3970	92688
1953	4056	1873	2983	109068
1953	4056	2907	3225	221936
1953	4056	1862	3307	77032
1953	4056	1892	3428	64064
1953	4056	2927	4055	99529
1953	4056	2996	2287	219544
1953	4056	2965	2608	201083
1953	4056	1922	2759	130757
1953	4056	1958	3113	93996
1953	4056	2960	3146	224992
1953	4056	3060	2638	209469
1953	4056	3069	2986	211665
1953	4056	3050	3192	229692
3060	2638	2059	2605	101860
3060	2638	2095	3188	119315
3060	2638	2079	3689	172670
3060	2638	3173	2368	33984
3060	2638	3145	2824	20726
3060	2638	2143	3121	111505
3060	2638	2157	3325	132337
3060	2638	2148	3531	153653
3060	2638	2151	3880	190216
3060	2638	2193	2319	95576
3060	2638	1201	2733	188732
3060	2638	2220	3466	154599
3060	2638	2282	2821	82792
3060	2638	3353	2215	55186
3060	2638	2344	2268	81151
3060	2638	2320	2774	78564
3060	2638	2305	3689	175253
3060	2638	2310	3781	183262
3060	2638	2411	3781	189770
3060	2638	2467	2718	62606
3060	2638	1451	2969	169716
3060	2638	2532	2531	55536
3060	2638	1513	2973	165043
3060	2638	1506	3402	179669
3060	2638	2542	3764	202057
3060	2638	2569	2295	60880
3060	2638	2569	2295	60780
3060	2638	1555	2772	154195
3060	2638	2579	2843	55708
3060	2638	2612	3841	210511
3060	2638	2660	2392	47402
3060	2638	2651	2677	42680
3060	2638	2685	3162	69337
3060	2638	2670	3266	79997
3060	2638	2629	3704	208971
3060	2638	2751	2951	46801
3060	2638	2746	3304	81510
3060	2638	1726	3453	164708
3060	2638	2808	2509	28440
3060	2638	1758	2655	130556
3060	2638	1776	3141	153015
3060	2638	2759	3229	78195
3060	2638	2796	3413	87142
3060	2638	2849	2325	38476
3060	2638	2878	3335	75108
3060	2638	1844	3688	175489
3060	2638	2860	3970	238889
3060	2638	1873	2983	130080
3060	2638	2907	3225	63360
3060	2638	1862	3307	145310
3060	2638	1892	3428	151019
3060	2638	2927	4055	234997
3060	2638	2996	2287	36460
3060	2638	2965	2608	9908
3060	2638	1922	2759	117273
3060	2638	1958	3113	126111
3060	2638	2960	3146	53426
3060	2638	1953	4056	209469
3060	2638	3069	2986	35150
3060	2638	3050	3192	56452
3069	2986	2059	2605	112984
3069	2986	2095	3188	121511
3069	2986	2079	3689	174866
3069	2986	3173	2368	68668
3069	2986	3145	2824	18939
3069	2986	2143	3121	113701
3069	2986	2157	3325	134533
3069	2986	2148	3531	155849
3069	2986	2151	3880	192412
3069	2986	2193	2319	113738
3069	2986	1201	2733	194912
3069	2986	2220	3466	156795
3069	2986	2282	2821	84988
3069	2986	3353	2215	84555
3069	2986	2344	2268	103046
3069	2986	2320	2774	83688
3069	2986	2305	3689	177449
3069	2986	2310	3781	185458
3069	2986	2411	3781	191966
3069	2986	2467	2718	68978
3069	2986	1451	2969	174264
3069	2986	2532	2531	73189
3069	2986	1513	2973	169591
3069	2986	1506	3402	181865
3069	2986	2542	3764	204253
3069	2986	2569	2295	86738
3069	2986	2569	2295	86638
3069	2986	1555	2772	159415
3069	2986	2579	2843	54424
3069	2986	2612	3841	212707
3069	2986	2660	2392	73085
3069	2986	2651	2677	56265
3069	2986	2685	3162	57072
3069	2986	2670	3266	52620
3069	2986	2629	3704	211167
3069	2986	2751	2951	42018
3069	2986	2746	3304	47824
3069	2986	1726	3453	166904
3069	2986	2808	2509	55355
3069	2986	1758	2655	140288
3069	2986	1776	3141	155211
3069	2986	2759	3229	44509
3069	2986	2796	3413	53456
3069	2986	2849	2325	71476
3069	2986	2878	3335	41422
3069	2986	1844	3688	177685
3069	2986	2860	3970	241085
3069	2986	1873	2983	134628
3069	2986	2907	3225	29674
3069	2986	1862	3307	147506
3069	2986	1892	3428	153215
3069	2986	2927	4055	251407
3069	2986	2996	2287	71576
3069	2986	2965	2608	40869
3069	2986	1922	2759	122493
3069	2986	1958	3113	128307
3069	2986	2960	3146	19740
3069	2986	1953	4056	211665
3069	2986	3060	2638	35150
3069	2986	3050	3192	21302
3050	3192	2059	2605	131011
3050	3192	2095	3188	139538
3050	3192	2079	3689	192893
3050	3192	3173	2368	89970
3050	3192	3145	2824	40241
3050	3192	2143	3121	131728
3050	3192	2157	3325	152560
3050	3192	2148	3531	173876
3050	3192	2151	3880	210439
3050	3192	2193	2319	131765
3050	3192	1201	2733	212939
3050	3192	2220	3466	174822
3050	3192	2282	2821	103015
3050	3192	3353	2215	105857
3050	3192	2344	2268	121515
3050	3192	2320	2774	101715
3050	3192	2305	3689	195476
3050	3192	2310	3781	203485
3050	3192	2411	3781	209993
3050	3192	2467	2718	87005
3050	3192	1451	2969	192291
3050	3192	2532	2531	91658
3050	3192	1513	2973	187618
3050	3192	1506	3402	199892
3050	3192	2542	3764	222280
3050	3192	2569	2295	105207
3050	3192	2569	2295	105107
3050	3192	1555	2772	177442
3050	3192	2579	2843	72451
3050	3192	2612	3841	230734
3050	3192	2660	2392	91554
3050	3192	2651	2677	74734
3050	3192	2685	3162	54190
3050	3192	2670	3266	49738
3050	3192	2629	3704	229194
3050	3192	2751	2951	60045
3050	3192	2746	3304	44942
3050	3192	1726	3453	184931
3050	3192	2808	2509	74657
3050	3192	1758	2655	158315
3050	3192	1776	3141	173238
3050	3192	2759	3229	41627
3050	3192	2796	3413	50574
3050	3192	2849	2325	91620
3050	3192	2878	3335	38540
3050	3192	1844	3688	195712
3050	3192	2860	3970	259112
3050	3192	1873	2983	152655
3050	3192	2907	3225	26792
3050	3192	1862	3307	165533
3050	3192	1892	3428	171242
3050	3192	2927	4055	269434
3050	3192	2996	2287	91720
3050	3192	2965	2608	61013
3050	3192	1922	2759	140520
3050	3192	1958	3113	146334
3050	3192	2960	3146	16858
3050	3192	1953	4056	229692
3050	3192	3060	2638	56452
3050	3192	3069	2986	21302
